ID	Name	Latitude	Longitude	Address	Zipcode	Type	Website	drivingTime	walkingTime	transitTime	nomalized_crime_score	foodscore	gasscore	entertainmentscore	clusters
112	Jasmine at Winters Chapel	33.922	-84.2672	4335 Winters Chapel Rd, Atlanta, GA	30360	Apartment	http://www.zillow.com/b/jasmine-at-winters-chapel-atlanta-ga-5Xhtdq/	1467	16788	3887	100	84.06593407	23.07692308	19.58762887	6
113	Kingsboro Place	33.84963	-84.35743	3443 Kingsboro Rd NE, Atlanta, GA	30326	Apartment	http://www.zillow.com/b/kingsboro-place-atlanta-ga-5XhtjD/	1072	8275	2317	96.31016025	84.06593407	11.53846154	75.25773196	0
114	KRC Vista	33.8079	-84.2657	3324 Valley Brook Pl, Decatur, GA	30033	Apartment	http://www.zillow.com/b/krc-vista-decatur-ga-5Xhtn2/	1515	11195	4434	93.35043565	69.78021978	26.92307692	23.19587629	6
115	Lacota Apartments	33.9268	-84.2752	6664 Peachtree Industrial Blvd, Dunwoody, GA	30360	Apartment	http://www.zillow.com/b/lacota-apartments-atlanta-ga-5XkJ2b/	1352	17553	4600	100	81.31868132	23.07692308	18.55670103	6
116	Landmark at Banyan Bay	33.8943	-84.2315	3497 Meadowglen Vlg Ln, Doraville, GA	30340	Apartment	http://www.zillow.com/b/landmark-at-banyan-bay-atlanta-ga-5Y2Zrk/	1315	18599	4260	81.82970583	65.38461538	11.53846154	19.58762887	2
117	Madison Brookhaven	33.84854	-84.31747	3078 Clairmont Road Ne, Atlanta, GA	30329	Apartment	http://www.zillow.com/b/madison-brookhaven-atlanta-ga-5XhtWg/	937	10214	4084	100	85.16483516	30.76923077	23.19587629	6
118	Magnolia Park II Apartments	33.75753	-84.41319	61 Paschal Blvd NW, Atlanta, GA	30303	Apartment	http://www.zillow.com/b/Magnolia-Park-II-Apartments-Atlanta-GA/33.75753,-84.41319_ll/	664	2835	2386	73.00781716	79.12087912	23.07692308	56.18556701	4
119	Manor at Buckhead	33.85094	-84.37915	3558 Piedmont Rd NE, Atlanta, GA	30305	Apartment	http://www.zillow.com/b/manor-at-buckhead-atlanta-ga-5Xhtkv/	976	7699	2631	98.02888719	89.56043956	15.38461538	84.02061856	0
120	Marquis at Briarcliff	33.8318	-84.3212	1000 Gables Way NE, Atlanta, GA	30329	Apartment	http://www.zillow.com/b/marquis-at-briarcliff-atlanta-ga-5Xhtpv/	979	8219	3093	98.20068604	82.96703297	42.30769231	31.95876289	9
121	Marquis Midtown District	33.81261	-84.37378	415 Armour Dr NE, Atlanta, GA	30324	Apartment	http://www.zillow.com/b/marquis-midtown-district-atlanta-ga-5XhtgQ/	591	4741	2349	97.25362707	80.76923077	65.38461538	95.36082474	8
122	Marquis Midtown West	33.80983	-84.42756	1224 Defoor Village Ct NW, Atlanta, GA	30318	Apartment	http://www.zillow.com/b/marquis-midtown-west-atlanta-ga-5XhtZN/	721	3824	2275	97.67843599	82.96703297	23.07692308	68.55670103	4
123	Marquis of North Druid Hills	33.8248	-84.3357	1570 Sheridan Rd NE, Atlanta, GA	30324	Apartment	http://www.zillow.com/b/marquis-of-north-druid-hills-atlanta-ga-5Xhttv/	890	6956	3494	91.55688235	83.51648352	42.30769231	53.60824742	9
124	Mayfair Tower Condominiums	33.78604	-84.38079	199 14th St NE, Atlanta, GA	30309	Condo	http://www.zillow.com/b/mayfair-tower-condominiums-atlanta-ga-5Y9tnD/	479	1929	1440	82.83266943	89.56043956	50	85.05154639	3
125	Meridian at Redwine	33.660394	-84.50393	3755 Redwine Rd, Atlanta, GA	30344	Apartment	http://www.zillow.com/b/meridian-at-redwine-atlanta-ga-65crCD/	1304	15349	4244	100	64.28571429	3.846153846	14.94845361	2
126	Mezzo	33.81356	-84.39172	2171 Peachtree Rd NW, Atlanta, GA	30309	Apartment	http://www.zillow.com/b/mezzo-atlanta-ga-5XhtjX/	718	3833	2903	71.61740726	87.36263736	15.38461538	86.08247423	7
127	Modera Morningside	33.80603	-84.36628	1845 Piedmont Ave NE, Atlanta, GA	30324	Apartment	http://www.zillow.com/b/modera-morningside-atlanta-ga-65Wv82/	724	4008	2461	89.94244249	83.51648352	53.84615385	94.32989691	8
128	Monroe Place Apartments	33.80988	-84.37394	2000 Monroe Pl NE, Atlanta, GA	30324	Apartment	http://www.zillow.com/b/Monroe-Place-Apartments-Atlanta-GA/33.80988,-84.37394_ll/	550	4316	2090	94.0931756	79.67032967	69.23076923	95.87628866	8
129	Montage Embry Hills	33.88234	-84.24803	1000 Montage Way, Atlanta, GA	30341	Apartment	http://www.zillow.com/b/montage-embry-hills-atlanta-ga-5XhtqN/	1264	15986	4105	99.92396097	68.13186813	3.846153846	27.83505155	2
130	Morgan Place	33.8255	-84.34606	1680 Chantilly Dr NE, Atlanta, GA	30324	Apartment	http://www.zillow.com/b/morgan-place-atlanta-ga-5Xhtk2/	867	6542	2989	98.25944663	86.81318681	65.38461538	62.37113402	8
131	N. Highland Steel	33.76274	-84.35957	240 N Highland Ave NE, Atlanta, GA	30303	Apartment	http://www.zillow.com/b/n.-highland-steel-atlanta-ga-5Xhtqw/	737	3889	3126	76.36960713	90.10989011	46.15384615	91.2371134	7
132	Overton Rise	33.88616	-84.45477	3695 Cumberland Blvd SE, Atlanta, GA	30339	Apartment	http://www.zillow.com/b/overton-rise-atlanta-ga-63Q7Zm/	880	12487	3951	100	75.27472527	15.38461538	76.28865979	0
133	Paramount At Buckhead	33.850838	-84.367676	3445 Stratford Rd NE, Atlanta, GA	30326	Condo	http://www.zillow.com/b/paramount-at-buckhead-atlanta-ga-5XrMNy/	1043	7788	2016	98.00520645	88.46153846	15.38461538	79.3814433	0
134	Park at Peachtree Memorial	33.81689	-84.39235	58 Peachtree Memorial Dr NW, Atlanta, GA	30309	Apartment	http://www.zillow.com/b/Park-at-Peachtree-Memorial-Atlanta-GA/33.81689,-84.39235_ll/	812	4231	3108	86.51526781	86.81318681	11.53846154	84.53608247	0
135	Park Central	33.784862	-84.381495	1101 Juniper St NE, Atlanta, GA	30309	Condo	http://www.zillow.com/b/park-central-atlanta-ga-5XkVmn/	422	1673	1118	68.59473452	89.56043956	46.15384615	84.53608247	7
136	Park on Clairmont	33.85154	-84.31573	3180 Clairmont Rd NE, Brookhaven, GA	30329	Apartment	http://www.zillow.com/b/park-on-clairmont-atlanta-ga-5XhtsG/	959	10392	3928	100	84.61538462	26.92307692	33.50515464	9
137	Peachtree Park Apartments	33.81232	-84.38897	1000 Peachtree Park Dr NE, Atlanta, GA	30309	Apartment	http://www.zillow.com/b/peachtree-park-apartments-atlanta-ga-5XhtrK/	775	3971	3091	88.99001696	87.36263736	15.38461538	92.78350515	0
138	Pencil Factory Flats & Shops	33.74955	-84.37822	349 Decatur St SE, Atlanta, GA	30303	Apartment	http://www.zillow.com/b/pencil-factory-flats-%26-shops-atlanta-ga-5XhtrP/	572	3311	2429	80.04854704	92.85714286	23.07692308	87.11340206	7
139	Perimeter 5550	33.90575	-84.36883	5550 Glenridge Dr, Sandy Springs, GA	30342	Apartment	http://www.zillow.com/b/perimeter-5550-atlanta-ga-5XhtYb/	1102	12541	3571	100	83.51648352	19.23076923	67.5257732	4
140	Perimeter Circle	33.9066	-84.3719	5470 Glenridge Dr, Sandy Springs, GA	30342	Apartment	http://www.zillow.com/b/perimeter-circle-atlanta-ga-5XhtQD/	1210	12584	4226	100	86.26373626	19.23076923	84.02061856	0
141	Phipps Place	33.850938	-84.358017	3460 Kingsboro Rd NE, Atlanta, GA	30326	Apartment	http://www.zillow.com/b/phipps-place-atlanta-ga-5XhttR/	1052	8386	2468	73.26280135	83.51648352	15.38461538	73.71134021	7
142	Place on Ponce	33.77595	-84.30011	220 Ponce De Leon Pl, Decatur, GA	30030	Apartment	http://www.zillow.com/b/Place-on-Ponce-Decatur-GA/33.77595,-84.30011_ll/	1306	7590	3132	100	91.20879121	34.61538462	96.90721649	3
143	Plaza Towers	33.825589	-84.386739	2575 Peachtree Rd NE, Atlanta, GA	30305	Condo	http://www.zillow.com/b/plaza-towers-atlanta-ga-5j66LQ/	909	5022	3173	99.67538278	87.91208791	15.38461538	90.72164948	0
144	Pleasantdale Crossing	33.8954	-84.2379	1000 Pleasantdale Xing, Atlanta, GA	30340	Apartment	http://www.zillow.com/b/pleasantdale-crossing-atlanta-ga-5Y2ZmM/	1242	17987	4051	97.27205925	68.13186813	11.53846154	18.04123711	2
145	Post Alexander	33.85289	-84.36526	600 Phipps Blvd NE, Atlanta, GA	30326	Apartment	http://www.zillow.com/b/Post-Alexander-Atlanta-GA/33.85289,-84.36526_ll/	988	8125	2573	75.95364382	88.46153846	7.692307692	73.19587629	0
146	Post Briarcliff	33.8152	-84.3315	500 Briarvista Way NE, Atlanta, GA	30329	Apartment	http://www.zillow.com/b/post-briarcliff-atlanta-ga-5Xhtrw/	1190	7285	3361	99.2428107	81.86813187	26.92307692	28.35051546	6
147	Post Brookhaven	33.86993	-84.33095	2829 Caldwell Rd NE, Brookhaven, GA	30319	Apartment	http://www.zillow.com/b/post-brookhaven-atlanta-ga-5XhtrS/	1326	10617	3005	100	79.67032967	3.846153846	45.36082474	4
148	Post Chastain	33.86618	-84.38335	4090 Roswell Rd NE, Atlanta, GA	30342	Apartment	http://www.zillow.com/b/post-chastain-atlanta-ga-5XhtpQ/	1293	8980	3770	98.94823986	84.61538462	11.53846154	52.06185567	4
149	Post Collier Hills	33.80904	-84.41624	914 Collier Rd NW, Atlanta, GA	30318	Apartment	http://www.zillow.com/b/post-collier-hills-atlanta-ga-5XhtpW/	593	3611	1598	98.02144808	82.41758242	42.30769231	67.01030928	3
150	Post Crest	33.87671	-84.471	50 Adams Lake Blvd SE, Atlanta, GA	30339	Apartment	http://www.zillow.com/b/post-crest-atlanta-ga-5XhtxR/	1149	12461	3706	100	80.21978022	30.76923077	74.22680412	3
151	Post Gardens	33.84984	-84.34961	1020 Lenox Park Blvd NE, Brookhaven, GA	30319	Apartment	http://www.zillow.com/b/post-gardens-atlanta-ga-5XhtvP/	1035	8621	2629	98.81117973	78.57142857	7.692307692	53.09278351	4
152	Post Glen	33.86261	-84.34023	4120 Peachtree Rd NE, Brookhaven, GA	30319	Apartment	http://www.zillow.com/b/post-glen-atlanta-ga-5Xhtr8/	1265	9999	2398	100	78.57142857	7.692307692	60.82474227	4
153	Post Lindbergh	33.81981	-84.37153	485 Lindbergh Pl NE, Atlanta, GA	30324	Apartment	http://www.zillow.com/b/post-lindbergh-atlanta-ga-5Xhtv6/	707	5435	1798	95.18704283	80.21978022	61.53846154	94.32989691	8
154	Post Parkside ATL	33.78207	-84.37895	250 10th St NE, Atlanta, GA	30309	Apartment	http://www.zillow.com/b/post-parkside-atl-atlanta-ga-5Xhttk/	407	1691	1136	83.38401824	90.10989011	50	84.53608247	3
155	Post Peachtree Hills	33.8186	-84.3744	350 Peachtree Hills Ave NE, Atlanta, GA	30305	Apartment	http://www.zillow.com/b/post-peachtree-hills-atlanta-ga-5Xhts6/	787	5413	2091	97.41720748	80.76923077	65.38461538	95.87628866	8
156	Post Riverside	33.86454	-84.45026	4403 Northside Pkwy NW, Atlanta, GA	30327	Apartment	http://www.zillow.com/b/post-riverside-atlanta-ga-5Xhtpc/	757	9757	2416	99.30229772	79.12087912	7.692307692	19.07216495	2
157	Post Stratford	33.84874	-84.36652	3400 Stratford Rd NE, Atlanta, GA	30326	Apartment	http://www.zillow.com/b/post-stratford-atlanta-ga-5XhtxY/	950	7572	1822	81.45639706	87.91208791	15.38461538	74.74226804	0
158	Prelude at Clairmont	33.8413	-84.31747	2924 Clairmont Rd NE, Brookhaven, GA	30329	Apartment	http://www.zillow.com/b/prelude-at-clairmont-atlanta-ga-5XhtLy/	909	9344	4266	100	84.06593407	30.76923077	27.83505155	9
159	Princeton Court	33.65627	-84.43872	3633 Howard Dr, Atlanta, GA	30337	Apartment	http://www.zillow.com/b/princeton-court-atlanta-ga-5Y2ZnT/	1118	12102	3361	100	85.71428571	15.38461538	61.8556701	4
160	Reserve at Collier Hills	33.81229	-84.4234	1185 Collier Rd NW, Atlanta, GA	30318	Apartment	http://www.zillow.com/b/reserve-at-collier-hills-atlanta-ga-5XkJ6N/	772	4108	2308	85.60350284	81.86813187	30.76923077	73.71134021	3
161	Reserve at West Paces	33.85015	-84.43213	1401 W Paces Ferry Rd NW, Atlanta, GA	30327	Apartment	http://www.zillow.com/b/reserve-at-west-paces-atlanta-ga-5XhtrG/	735	7861	2484	90.94411223	80.21978022	11.53846154	14.43298969	2
162	Rock Creek at Ashford	33.89935	-84.33398	3716 Ashford Dunwoody Rd NE, Brookhaven, GA	30319	Apartment	http://www.zillow.com/b/Rock-Creek-at-Ashford-Brookhaven-GA/33.89935,-84.33398_ll/	1385	13353	4086	100	77.47252747	3.846153846	31.44329897	6
163	Rosewood at Brookhaven	33.86019	-84.33617	1295 Dresden Dr NE, Brookhaven, GA	30319	Apartment	http://www.zillow.com/b/rosewood-at-brookhaven-atlanta-ga-5nmkj9/	1166	9665	2048	100	79.67032967	7.692307692	55.67010309	4
164	Savannah Midtown	33.77122	-84.38043	215 North Ave NE, Atlanta, GA	30303	Apartment	http://www.zillow.com/b/savannah-midtown-atlanta-ga-5j669g/	463	1826	1658	74.74947062	90.65934066	42.30769231	82.4742268	7
165	Seven Springs	33.85766	-84.2926	100 Ridgebrook Way NE, Atlanta, GA	30345	Apartment	http://www.zillow.com/b/seven-springs-atlanta-ga-5XhtxN/	998	12957	4393	94.81461057	70.87912088	19.23076923	18.55670103	2
166	SkyHouse Buckhead	33.84876	-84.36648	3390 Stratford Rd NE, Atlanta, GA	30326	Apartment	http://www.zillow.com/b/skyhouse-buckhead-atlanta-ga-63fCpq/	956	7585	1835	81.69492355	87.91208791	15.38461538	74.74226804	0
167	Solis Downwood	33.8409	-84.42652	3201 Downwood Cir NW, Atlanta, GA	30327	Apartment	http://www.zillow.com/b/solis-downwood-atlanta-ga-65cHrq/	718	6633	1888	97.46169415	78.57142857	11.53846154	14.43298969	2
168	Somerset At The Crossings	33.8664	-84.1821	100 Summerwalk Pkwy, Tucker, GA	30084	Apartment	http://www.zillow.com/b/somerset-at-the-crossings-tucker-ga-5Xhtt7/	1785	18696	7033	100	62.63736264	11.53846154	13.91752577	2
169	Sorelle Apartments	33.82002	-84.36493	2399 Parkland Dr NE, Atlanta, GA	30324	Apartment	http://www.zillow.com/b/sorelle-apartments-atlanta-ga-5XhtxS/	732	5262	2013	89.5746506	84.61538462	73.07692308	93.29896907	8
170	Springdale Glen	33.822	-84.2335	3800 Brockett Trl, Clarkston, GA	30021	Apartment	http://www.zillow.com/b/springdale-glen-clarkston-ga-5hHq6v/	1502	14301	4729	99.38259638	79.12087912	11.53846154	48.45360825	4
171	Steelworks	33.78791	-84.39988	1220 Mecaslin St NW, Atlanta, GA	30318	Apartment	http://www.zillow.com/b/steelworks-atlanta-ga-634HxZ/	202	899	899	85.78598365	88.46153846	46.15384615	81.95876289	3
172	Stone Creek at Druid Hills Apartment Homes	33.8381	-84.32814	1590 Northeast Expy NE, Brookhaven, GA	30329	Apartment	http://www.zillow.com/b/Stone-Creek-at-Druid-Hills-Apartment-Homes-Brookhaven-GA/33.8381,-84.32814_ll/	906	8476	3841	100	82.96703297	42.30769231	30.41237113	9
173	Stone Ridge At Vinings	33.8744	-84.4707	3000 Cumberland Club Dr, Atlanta, GA	30339	Apartment	http://www.zillow.com/b/stone-ridge-at-vinings-atlanta-ga-5Xhtvx/	1217	11905	4416	99.41353352	80.76923077	30.76923077	75.77319588	3
174	Stonewood at Vinings	33.85358	-84.48057	2158 Cumberland Pkwy SE, Atlanta, GA	30339	Apartment	http://www.zillow.com/b/stonewood-at-vinings-atlanta-ga-5Xhv2Z/	1234	10210	5649	100	85.71428571	23.07692308	40.72164948	9
175	Telephone Factory Lofts	33.76817	-84.36053	828 Ralph Mcgill Blvd NE, Atlanta, GA	30303	Apartment	http://www.zillow.com/b/telephone-factory-lofts-atlanta-ga-5XkJBC/	606	3516	2641	95.91198609	86.81318681	46.15384615	85.56701031	3
176	Tenside	33.78177	-84.40833	1000 Northside Dr NW, Atlanta, GA	30318	Apartment	http://www.zillow.com/b/tenside-atlanta-ga-5Xhv4Q/	197	804	656	83.52180551	89.01098901	34.61538462	91.75257732	3
177	The Ashford	33.8946	-84.333	3564 Ashford Dunwoody Rd NE, Brookhaven, GA	30319	Apartment	http://www.zillow.com/b/the-ashford-atlanta-ga-5XhtTr/	1351	13038	3363	100	77.47252747	3.846153846	23.19587629	2
178	The Brady	33.78017	-84.41052	930 Howell Mill Rd NW, Atlanta, GA	30318	Apartment	http://www.zillow.com/b/The-Brady-Atlanta-GA/33.78017,-84.41052_ll/	273	1089	663	81.03076727	90.10989011	30.76923077	92.26804124	7
179	The District at Vinings	33.8656	-84.47131	2800 Paces Ferry Rd SE, Atlanta, GA	30339	Apartment	http://www.zillow.com/b/the-district-at-vinings-atlanta-ga-5XhtbN/	1032	11007	3902	100	79.67032967	11.53846154	48.45360825	4
180	The Estuary	33.87313	-84.24683	3450 Evans Rd, Atlanta, GA	30341	Apartment	http://www.zillow.com/b/the-estuary-atlanta-ga-5XkJ2v/	1229	15383	4184	100	68.68131868	3.846153846	24.22680412	2
181	The Fillmore	33.886	-84.2432	3544 Old Chamblee Tucker Rd, Doraville, GA	30340	Apartment	http://www.zillow.com/b/the-fillmore-doraville-ga-5Xhtnt/	1263	16187	4199	99.36693246	71.42857143	7.692307692	17.5257732	2
182	The GoodWynn at Town: Brookhaven	33.86981	-84.33677	705 Town Blvd NE, Brookhaven, GA	30319	Apartment	http://www.zillow.com/b/the-goodwynn-at-town%3a-brookhaven-atlanta-ga-5Xhtgv/	1327	10504	2930	100	79.12087912	7.692307692	60.82474227	4
183	The Haynes House	33.821	-84.38885	2420 Peachtree Rd NW, Atlanta, GA	30305	Apartment	http://www.zillow.com/b/the-haynes-house-atlanta-ga-5Yy7zf/	874	4705	3177	98.90937794	82.96703297	15.38461538	92.78350515	0
184	The Jane Atlanta	33.8139	-84.395	214 Colonial Homes Dr NW, Atlanta, GA	30309	Apartment	http://www.zillow.com/b/the-jane-atlanta-atlanta-ga-5hQWtc/	781	4044	3043	92.6631258	87.36263736	19.23076923	84.02061856	0
185	The Marq at Brookhaven	33.836	-84.3387	50 Lincoln Court Ave NE, Brookhaven, GA	30329	Apartment	http://www.zillow.com/b/the-marq-at-brookhaven-atlanta-ga-5Xhtjk/	867	7628	2804	100	82.96703297	42.30769231	46.90721649	9
186	The M	33.79505	-84.34452	1295 E Rock Springs Rd NE, Atlanta, GA	30306	Apartment	http://www.zillow.com/b/the-m-atlanta-ga-5ZGfWM/	936	4903	2264	98.16189537	84.61538462	11.53846154	49.48453608	4
187	The Office	33.76146	-84.38219	250 Piedmont Ave NE, Atlanta, GA	30303	Apartment	http://www.zillow.com/b/the-office-atlanta-ga-5jHb5B/	425	2489	1989	72.73236025	91.20879121	38.46153846	85.56701031	7
188	The Point at Westside	33.76521	-84.40428	370 Northside Dr NW, Atlanta, GA	30303	Apartment	http://www.zillow.com/b/the-point-at-westside-atlanta-ga-5Xhtc6/	367	1522	1522	91.82100555	87.91208791	19.23076923	85.05154639	0
189	The Pointe at Lenox Park	33.83698	-84.34165	1900 N Druid Hills Rd NE, Brookhaven, GA	30319	Apartment	http://www.zillow.com/b/the-pointe-at-lenox-park-atlanta-ga-5Xhttz/	895	7645	3005	100	80.76923077	42.30769231	48.45360825	9
190	The Prato @ Midtown	33.7666	-84.3785	400 Central Park Pl NE, Atlanta, GA	30303	Apartment	http://www.zillow.com/b/the-prato-%40-midtown-atlanta-ga-5Xhtrc/	557	2608	2205	93.99702169	91.20879121	46.15384615	83.50515464	3
191	The Reserve at La Vista Walk	33.81749	-84.34903	1155 Lavista Rd NE, Atlanta, GA	30324	Apartment	http://www.zillow.com/b/the-reserve-at-la-vista-walk-atlanta-ga-5XhtvJ/	875	5701	2572	95.06021018	84.06593407	42.30769231	59.79381443	9
192	The Reserve at Lenox Park	33.8476	-84.3415	1200 Reserve Dr NE, Brookhaven, GA	30319	Apartment	http://www.zillow.com/b/the-reserve-at-lenox-park-atlanta-ga-5Xhtwx/	1035	8556	3333	100	79.12087912	26.92307692	31.44329897	6
193	The Reserve at the Ball Park	33.893714	-84.471488	2875 Crescent Pkwy, Atlanta, GA	30339	Apartment	http://www.zillow.com/b/the-reserve-at-the-ball-park-atlanta-ga-655frN/	1043	13490	4867	100	84.06593407	34.61538462	75.25773196	3
194	The Residence Buckhead Atlanta	33.8382	-84.3789	265 Buckhead Ave NE, Atlanta, GA	30305	Apartment	http://www.zillow.com/b/the-residence-buckhead-atlanta-atlanta-ga-5hHqB4/	1045	6314	2868	91.87451291	90.10989011	23.07692308	89.17525773	0
195	The Residences at Vinings Mountain	33.8713	-84.4661	100 Pinhurst Dr, Atlanta, GA	30339	Apartment	http://www.zillow.com/b/the-residences-at-vinings-mountain-atlanta-ga-5XhtyQ/	1167	11731	4657	100	81.31868132	26.92307692	75.25773196	3
196	The Rocca	33.84301	-84.42632	3280 Northside Pkwy NW, Atlanta, GA	30327	Apartment	http://www.zillow.com/b/the-rocca-atlanta-ga-5XhtvG/	780	7223	2322	96.23128159	79.67032967	11.53846154	14.43298969	2
197	The Waterford on Piedmont	33.769094	-84.382212	530 Piedmont Ave NE, Atlanta, GA	30303	Apartment	http://www.zillow.com/b/the-waterford-on-piedmont-atlanta-ga-5Xhv6g/	504	1905	1744	86.08982919	90.10989011	34.61538462	82.98969072	3
198	Towne West Manor	33.7472	-84.49662	330 Brownlee Rd SW, Atlanta, GA	30311	Apartment	http://www.zillow.com/b/towne-west-manor-atlanta-ga-5XhtzN/	1096	9369	4235	98.25670898	48.9010989	3.846153846	22.68041237	1
199	Tremont	33.85331	-84.38232	3645 Habersham Rd NE, Atlanta, GA	30305	Apartment	http://www.zillow.com/b/tremont-atlanta-ga-5XhtzV/	1052	7568	2859	94.28028979	87.36263736	3.846153846	81.44329897	0
200	Uptown Buckhead	33.8561	-84.3819	3707 Roswell Rd NE, Atlanta, GA	30342	Apartment	http://www.zillow.com/b/uptown-buckhead-atlanta-ga-5Xhv2R/	1163	7880	3445	92.83989129	87.91208791	7.692307692	76.28865979	0
201	Uptown Square Apartments	33.82268	-84.37069	508 Main St NE, Atlanta, GA	30324	Apartment	http://www.zillow.com/b/uptown-square-apartments-atlanta-ga-5Xhtxn/	785	5620	1558	93.03479194	82.41758242	61.53846154	93.81443299	8
202	Valley Brook Crossing	33.80097	-84.26411	777 Valleybrook Xing, Decatur, GA	30033	Apartment	http://www.zillow.com/b/Valley-Brook-Crossing-Decatur-GA/33.80097,-84.26411_ll/	1578	11337	4405	100	79.67032967	23.07692308	99.48453608	0
203	Viera Briarcliff	33.8257	-84.3164	2696 N Druid Hills Rd NE, Atlanta, GA	30329	Apartment	http://www.zillow.com/b/viera-briarcliff-atlanta-ga-5Xhtyq/	1036	8838	4038	99.53922811	81.31868132	34.61538462	38.65979381	9
204	Village Highlands	33.7027	-84.4464	1932 Stanton Rd, East Point, GA	30344	Apartment	http://www.zillow.com/b/village-highlands-atlanta-ga-FHxf/	918	8276	2725	100	78.57142857	3.846153846	14.94845361	2
205	Villages at Carver	33.7132	-84.3904	174 Moury Ave SW, Atlanta, GA	30315	Apartment	http://www.zillow.com/b/villages-at-carver-atlanta-ga-5Xhv2j/	753	6095	3132	81.05559068	75.82417582	7.692307692	17.01030928	2
206	Vinings Palisades Apartments	33.87159	-84.45428	4545 River Pkwy, Atlanta, GA	30339	Apartment	http://www.zillow.com/b/vinings-palisades-apartments-atlanta-ga-5Xhtxj/	908	10707	2664	100	80.21978022	11.53846154	76.28865979	0
207	Walton River	33.89024	-84.45395	2550 Akers Mill Rd SE, Atlanta, GA	30339	Apartment	http://www.zillow.com/b/walton-river-atlanta-ga-5Xhv3k/	976	13189	4585	100	78.57142857	11.53846154	77.83505155	0
